Decision Tree,Train Quantity,Test Quantity,Repetition,Accuracy
Library,40,40,10, 1
Library,40,40,11, 1
Library,40,40,12, 0.8
Library,40,40,13, 0.8
Library,40,40,14, 0.925
Library,40,40,15, 0.925
Library,40,40,16, 0.925
Library,40,40,17, 0.925
Library,40,40,18, 0.975
Library,40,40,19, 0.975
Library,40,40,20, 1
Library,40,40,21, 1
Library,40,40,22, 0.925
Library,40,40,23, 0.925
Library,40,40,24, 0.85
Library,40,40,25, 0.85
Library,40,40,26, 0.975
Library,40,40,27, 0.975
Library,40,40,28, 0.975
Library,40,40,29, 1
Library,40,40,30, 1
Library,40,40,31, 0.95
Library,40,40,32, 0.95
Library,40,40,33, 1
Library,40,40,34, 1
Library,40,40,35, 0.925
Library,40,40,36, 0.925
Library,40,40,37, 0.875
Library,40,40,38, 0.875
Library,40,40,39, 1
Library,40,40,40, 0.925
Library,40,40,41, 0.975
Library,40,40,42, 0.975
Library,40,40,43, 0.875
Library,40,40,44, 0.9
Library,40,40,45, 0.9
Library,40,40,46, 0.95
Library,40,40,47, 0.95
Library,40,40,48, 0.975
Library,40,40,49, 1
Library,40,40,50, 1
Library,40,40,51, 0.95
Library,40,40,52, 0.95
Library,40,40,53, 1
Library,40,40,54, 0.925
Library,40,40,55, 0.925
Library,40,40,56, 0.975
Library,40,40,57, 0.875
Library,40,40,58, 0.875
Library,40,40,59, 0.975
Library,40,40,60, 0.95
Library,40,40,61, 0.875
Library,40,40,62, 0.925
Library,40,40,63, 0.925
Library,40,40,64, 0.975
Library,40,40,65, 0.975
Library,40,40,66, 0.95
Library,40,40,67, 0.95
Library,40,40,68, 0.95
Library,40,40,69, 0.95
Library,40,40,70, 0.95
Library,40,40,71, 0.9
Library,40,40,72, 0.9
Library,40,40,73, 0.9
Library,40,40,74, 0.9
Library,40,40,75, 0.875
Library,40,40,76, 0.875
Library,40,40,77, 0.975
Library,40,40,78, 0.975
Library,40,40,79, 0.8
Library,40,40,80, 0.925
Library,40,40,81, 0.95
Library,40,40,82, 0.95
Library,40,40,83, 0.975
Library,40,40,84, 0.975
Library,40,40,85, 0.925
Library,40,40,86, 0.925
Library,40,40,87, 1
Library,40,40,88, 1
Library,40,40,89, 0.975
Library,40,40,90, 0.975
Library,40,40,91, 0.975
Library,40,40,92, 1
Library,40,40,93, 1
Library,40,40,94, 0.975
Library,40,40,95, 0.975
Library,40,40,96, 1
Library,40,40,97, 1
Library,40,40,98, 1
Library,40,40,99, 1
Library,40,40,100, 1
Library,40,400,1, 0.9725
Library,40,400,2, 0.9525
Library,40,400,3, 0.985
Library,40,400,4, 0.9525
Library,40,400,5, 0.8625
Library,40,400,6, 0.8775
Library,40,400,7, 0.9475
Library,40,400,8, 0.9425
Library,40,400,9, 0.9525
Library,40,400,10, 0.805
Library,40,400,11, 0.79
Library,40,400,12, 0.9575
Library,40,400,13, 0.9825
Library,40,400,14, 0.965
Library,40,400,15, 0.99
Library,40,400,16, 0.8725
Library,40,400,17, 0.945
Library,40,400,18, 0.905
Library,40,400,19, 0.875
Library,40,400,20, 0.93
Library,40,400,21, 0.8675
Library,40,400,22, 0.8225
Library,40,400,23, 0.9875
Library,40,400,24, 0.9
Library,40,400,25, 0.985
Library,40,400,26, 0.885
Library,40,400,27, 0.96
Library,40,400,28, 0.985
Library,40,400,29, 0.99
Library,40,400,30, 0.9775
Library,40,400,31, 0.9775
Library,40,400,32, 0.9925
Library,40,400,33, 0.885
Library,40,400,34, 0.92
Library,40,400,35, 0.855
Library,40,400,36, 0.945
Library,40,400,37, 0.8975
Library,40,400,38, 0.92
Library,40,400,39, 0.8675
Library,40,400,40, 0.9625
Library,40,400,41, 0.88
Library,40,400,42, 0.9175
Library,40,400,43, 0.9
Library,40,400,44, 0.9475
Library,40,400,45, 0.975
Library,40,400,46, 0.9575
Library,40,400,47, 0.9025
Library,40,400,48, 0.9875
Library,40,400,49, 0.965
Library,40,400,50, 0.955
Library,40,400,51, 0.975
Library,40,400,52, 0.9525
Library,40,400,53, 0.9425
Library,40,400,54, 0.96
Library,40,400,55, 0.9525
Library,40,400,56, 0.925
Library,40,400,57, 0.795
Library,40,400,58, 0.975
Library,40,400,59, 0.895
Library,40,400,60, 0.905
Library,40,400,61, 0.91
Library,40,400,62, 0.855
Library,40,400,63, 0.975
Library,40,400,64, 0.935
Library,40,400,65, 0.9375
Library,40,400,66, 0.82
Library,40,400,67, 0.9425
Library,40,400,68, 0.935
Library,40,400,69, 0.945
Library,40,400,70, 0.895
Library,40,400,71, 0.9075
Library,40,400,72, 0.925
Library,40,400,73, 0.925
Library,40,400,74, 0.9025
Library,40,400,75, 0.98
Library,40,400,76, 0.945
Library,40,400,77, 0.9575
Library,40,400,78, 0.9225
Library,40,400,79, 0.9725
Library,40,400,80, 0.8175
Library,40,400,81, 0.955
Library,40,400,82, 0.985
Library,40,400,83, 0.975
Library,40,400,84, 0.935
Library,40,400,85, 0.9475
Library,40,400,86, 0.8825
Library,40,400,87, 0.945
Library,40,400,88, 0.92
Library,40,400,89, 0.9675
Library,40,400,90, 0.965
Library,40,400,91, 0.9825
Library,40,400,92, 0.9575
Library,40,400,93, 0.9025
Library,40,400,94, 0.9375
Library,40,400,95, 0.8525
Library,40,400,96, 0.945
Library,40,400,97, 0.905
Library,40,400,98, 0.865
Library,40,400,99, 0.9875
Library,40,400,100, 0.965
Library,40,4000,1, 0.929
Library,40,4000,2, 0.87425
Library,40,4000,3, 0.98425
Library,40,4000,4, 0.98625
Library,40,4000,5, 0.8935
Library,40,4000,6, 0.893
Library,40,4000,7, 0.80425
Library,40,4000,8, 0.9495
Library,40,4000,9, 0.98525
Library,40,4000,10, 0.98075
Library,40,4000,11, 0.98125
Library,40,4000,12, 0.937
Library,40,4000,13, 0.91025
Library,40,4000,14, 0.9825
Library,40,4000,15, 0.86775
Library,40,4000,16, 0.982
Library,40,4000,17, 0.93475
Library,40,4000,18, 0.98725
Library,40,4000,19, 0.97675
Library,40,4000,20, 0.8855
Library,40,4000,21, 0.957
Library,40,4000,22, 0.961
Library,40,4000,23, 0.944
Library,40,4000,24, 0.99075
Library,40,4000,25, 0.899
Library,40,4000,26, 0.90725
Library,40,4000,27, 0.923
Library,40,4000,28, 0.985
Library,40,4000,29, 0.98575
Library,40,4000,30, 0.97525
Library,40,4000,31, 0.9745
Library,40,4000,32, 0.89125
Library,40,4000,33, 0.89475
Library,40,4000,34, 0.96875
Library,40,4000,35, 0.86825
Library,40,4000,36, 0.931
Library,40,4000,37, 0.91125
Library,40,4000,38, 0.94175
Library,40,4000,39, 0.978
Library,40,4000,40, 0.96425
Library,40,4000,41, 0.981
Library,40,4000,42, 0.9345
Library,40,4000,43, 0.9375
Library,40,4000,44, 0.942
Library,40,4000,45, 0.97175
Library,40,4000,46, 0.9525
Library,40,4000,47, 0.9795
Library,40,4000,48, 0.98275
Library,40,4000,49, 0.9225
Library,40,4000,50, 0.988
Library,40,4000,51, 0.94475
Library,40,4000,52, 0.915
Library,40,4000,53, 0.9875
Library,40,4000,54, 0.98475
Library,40,4000,55, 0.899
Library,40,4000,56, 0.905
Library,40,4000,57, 0.457
Library,40,4000,58, 0.94875
Library,40,4000,59, 0.986
Library,40,4000,60, 0.87925
Library,40,4000,61, 0.936
Library,40,4000,62, 0.87675
Library,40,4000,63, 0.98425
Library,40,4000,64, 0.92375
Library,40,4000,65, 0.8845
Library,40,4000,66, 0.93125
Library,40,4000,67, 0.87975
Library,40,4000,68, 0.9815
Library,40,4000,69, 0.98275
Library,40,4000,70, 0.984
Library,40,4000,71, 0.98775
Library,40,4000,72, 0.88625
Library,40,4000,73, 0.91175
Library,40,4000,74, 0.914
Library,40,4000,75, 0.895
Library,40,4000,76, 0.96625
Library,40,4000,77, 0.98575
Library,40,4000,78, 0.994
Library,40,4000,79, 0.9215
Library,40,4000,80, 0.89975
Library,40,4000,81, 0.951
Library,40,4000,82, 0.926
Library,40,4000,83, 0.95875
Library,40,4000,84, 0.95925
Library,40,4000,85, 0.97875
Library,40,4000,86, 0.89575
Library,40,4000,87, 0.95125
Library,40,4000,88, 0.93225
Library,40,4000,89, 0.93775
Library,40,4000,90, 0.9665
Library,40,4000,91, 0.98175
Library,40,4000,92, 0.89675
Library,40,4000,93, 0.97975
Library,40,4000,94, 0.975
Library,40,4000,95, 0.93175
Library,40,4000,96, 0.9235
Library,40,4000,97, 0.7935
Library,40,4000,98, 0.951
Library,40,4000,99, 0.7945
Library,40,4000,100, 0.9585
Library,400,4,1, 1
Library,400,4,2, 1
Library,400,4,3, 1
Library,400,4,4, 1
Library,400,4,5, 1
Library,400,4,6, 1
Library,400,4,7, 1
Library,400,4,8, 0.75
Library,400,4,9, 1
Library,400,4,10, 1
Library,400,4,11, 1
Library,400,4,12, 1
Library,400,4,13, 1
Library,400,4,14, 1
Library,400,4,15, 1
Library,400,4,16, 1
Library,400,4,17, 1
Library,400,4,18, 1
Library,400,4,19, 0.75
Library,400,4,20, 1
Library,400,4,21, 1
Library,400,4,22, 1
Library,400,4,23, 1
Library,400,4,24, 1
Library,400,4,25, 1
Library,400,4,26, 1
Library,400,4,27, 1
Library,400,4,28, 1
Library,400,4,29, 1
Library,400,4,30, 1
Library,400,4,31, 1
Library,400,4,32, 1
Library,400,4,33, 1
Library,400,4,34, 1
Library,400,4,35, 1
Library,400,4,36, 1
Library,400,4,37, 1
Library,400,4,38, 1
Library,400,4,39, 1
Library,400,4,40, 1
Library,400,4,41, 1
Library,400,4,42, 1
Library,400,4,43, 1
Library,400,4,44, 1
Library,400,4,45, 1
Library,400,4,46, 1
Library,400,4,47, 1
Library,400,4,48, 1
Library,400,4,49, 1
Library,400,4,50, 1
Library,400,4,51, 1
Library,400,4,52, 1
Library,400,4,53, 1
Library,400,4,54, 1
Library,400,4,55, 1
Library,400,4,56, 1
Library,400,4,57, 1
Library,400,4,58, 1
Library,400,4,59, 1
Library,400,4,60, 1
Library,400,4,61, 1
Library,400,4,62, 1
Library,400,4,63, 1
Library,400,4,64, 1
Library,400,4,65, 1
Library,400,4,66, 1
Library,400,4,67, 0.75
Library,400,4,68, 1
Library,400,4,69, 1
Library,400,4,70, 1
Library,400,4,71, 1
Library,400,4,72, 1
Library,400,4,73, 1
Library,400,4,74, 1
Library,400,4,75, 1
Library,400,4,76, 1
Library,400,4,77, 1
Library,400,4,78, 1
Library,400,4,79, 1
Library,400,4,80, 1
Library,400,4,81, 1
Library,400,4,82, 1
Library,400,4,83, 1
Library,400,4,84, 1
Library,400,4,85, 1
Library,400,4,86, 1
Library,400,4,87, 1
Library,400,4,88, 1
Library,400,4,89, 1
Library,400,4,90, 1
Library,400,4,91, 1
Library,400,4,92, 1
Library,400,4,93, 1
Library,400,4,94, 1
Library,400,4,95, 1
Library,400,4,96, 1
Library,400,4,97, 0.75
Library,400,4,98, 1
Library,400,4,99, 1
Library,400,4,100, 1
Library,400,40,1, 1
Library,400,40,2, 0.975
Library,400,40,3, 0.975
Library,400,40,4, 1
Library,400,40,5, 1
Library,400,40,6, 1
Library,400,40,7, 1
Library,400,40,8, 1
Library,400,40,9, 1
Library,400,40,10, 1
Library,400,40,11, 0.975
Library,400,40,12, 1
Library,400,40,13, 1
Library,400,40,14, 1
Library,400,40,15, 1
Library,400,40,16, 1
Library,400,40,17, 1
Library,400,40,18, 1
Library,400,40,19, 1
Library,400,40,20, 1
Library,400,40,21, 1
Library,400,40,22, 1
Library,400,40,23, 1
Library,400,40,24, 1
Library,400,40,25, 1
Library,400,40,26, 1
Library,400,40,27, 1
Library,400,40,28, 1
Library,400,40,29, 0.975
Library,400,40,30, 1
Library,400,40,31, 1
Library,400,40,32, 1
Library,400,40,33, 1
Library,400,40,34, 1
Library,400,40,35, 1
Library,400,40,36, 1
Library,400,40,37, 1
Library,400,40,38, 0.975
Library,400,40,39, 1
Library,400,40,40, 1
Library,400,40,41, 1
Library,400,40,42, 1
Library,400,40,43, 1
Library,400,40,44, 1
Library,400,40,45, 1
Library,400,40,46, 1
Library,400,40,47, 1
Library,400,40,48, 1
Library,400,40,49, 1
Library,400,40,50, 1
Library,400,40,51, 1
Library,400,40,52, 1
Library,400,40,53, 1
Library,400,40,54, 1
Library,400,40,55, 1
Library,400,40,56, 1
Library,400,40,57, 0.95
Library,400,40,58, 1
Library,400,40,59, 0.975
Library,400,40,60, 1
Library,400,40,61, 0.95
Library,400,40,62, 0.975
Library,400,40,63, 1
Library,400,40,64, 1
Library,400,40,65, 1
Library,400,40,66, 1
Library,400,40,67, 1
Library,400,40,68, 1
Library,400,40,69, 1
Library,400,40,70, 1
Library,400,40,71, 1
Library,400,40,72, 1
Library,400,40,73, 1
Library,400,40,74, 1
Library,400,40,75, 1
Library,400,40,76, 1
Library,400,40,77, 1
Library,400,40,78, 0.975
Library,400,40,79, 0.975
Library,400,40,80, 0.95
Library,400,40,81, 1
Library,400,40,82, 1
Library,400,40,83, 0.975
Library,400,40,84, 0.975
Library,400,40,85, 1
Library,400,40,86, 1
Library,400,40,87, 1
Library,400,40,88, 0.95
Library,400,40,89, 1
Library,400,40,90, 1
Library,400,40,91, 1
Library,400,40,92, 1
Library,400,40,93, 1
Library,400,40,94, 0.975
Library,400,40,95, 1
Library,400,40,96, 1
Library,400,40,97, 1
Library,400,40,98, 1
Library,400,40,99, 1
Library,400,40,100, 1
Library,400,400,1, 0.9925
Library,400,400,2, 0.9925
Library,400,400,3, 0.985
Library,400,400,4, 1
Library,400,400,5, 1
Library,400,400,6, 0.9825
Library,400,400,7, 1
Library,400,400,8, 0.9875
Library,400,400,9, 0.9925
Library,400,400,10, 0.99
Library,400,400,11, 0.9975
Library,400,400,12, 0.9975
Library,400,400,13, 0.9975
Library,400,400,14, 0.995
Library,400,400,15, 0.995
Library,400,400,16, 0.9975
Library,400,400,17, 0.9975
Library,400,400,18, 1
Library,400,400,19, 0.9975
Library,400,400,20, 0.995
Library,400,400,21, 1
Library,400,400,22, 0.995
Library,400,400,23, 1
Library,400,400,24, 0.9925
Library,400,400,25, 1
Library,400,400,26, 1
Library,400,400,27, 0.9925
Library,400,400,28, 0.995
Library,400,400,29, 1
Library,400,400,30, 0.995
Library,400,400,31, 0.9925
Library,400,400,32, 0.9975
Library,400,400,33, 0.985
Library,400,400,34, 0.995
Library,400,400,35, 0.9975
Library,400,400,36, 0.99
Library,400,400,37, 0.9875
Library,400,400,38, 0.9975
Library,400,400,39, 0.995
Library,400,400,40, 1
Library,400,400,41, 1
Library,400,400,42, 1
Library,400,400,43, 0.9975
Library,400,400,44, 0.995
Library,400,400,45, 1
Library,400,400,46, 0.9975
Library,400,400,47, 0.9975
Library,400,400,48, 0.995
Library,400,400,49, 1
Library,400,400,50, 0.99
Library,400,400,51, 0.99
Library,400,400,52, 0.985
Library,400,400,53, 1
Library,400,400,54, 1
Library,400,400,55, 0.9925
Library,400,400,56, 1
Library,400,400,57, 1
Library,400,400,58, 0.9975
Library,400,400,59, 0.9925
Library,400,400,60, 0.9975
Library,400,400,61, 1
Library,400,400,62, 0.995
Library,400,400,63, 1
Library,400,400,64, 0.67
Library,400,400,65, 0.99
Library,400,400,66, 1
Library,400,400,67, 0.9975
Library,400,400,68, 0.9975
Library,400,400,69, 0.9875
Library,400,400,70, 0.995
Library,400,400,71, 0.995
Library,400,400,72, 0.9925
Library,400,400,73, 1
Library,400,400,74, 1
Library,400,400,75, 0.995
Library,400,400,76, 1
Library,400,400,77, 1
Library,400,400,78, 1
Library,400,400,79, 0.995
Library,400,400,80, 0.9875
Library,400,400,81, 0.9975
Library,400,400,82, 0.995
Library,400,400,83, 0.9975
Library,400,400,84, 0.98
Library,400,400,85, 1
Library,400,400,86, 0.995
Library,400,400,87, 0.995
Library,400,400,88, 0.9825
Library,400,400,89, 0.9925
Library,400,400,90, 0.9825
Library,400,400,91, 1
Library,400,400,92, 1
Library,400,400,93, 0.995
Library,400,400,94, 0.9975
Library,400,400,95, 0.9925
Library,400,400,96, 0.99
Library,400,400,97, 0.9925
Library,400,400,98, 0.9975
Library,400,400,99, 0.985
Library,400,400,100, 0.995
Library,400,4000,1, 0.9945
Library,400,4000,2, 0.998
Library,400,4000,3, 0.9945
Library,400,4000,4, 1
Library,400,4000,5, 0.991
Library,400,4000,6, 0.99625
Library,400,4000,7, 0.99475
Library,400,4000,8, 0.99375
Library,400,4000,9, 0.99875
Library,400,4000,10, 0.98675
Library,400,4000,11, 0.99525
Library,400,4000,12, 0.99475
Library,400,4000,13, 0.9945
Library,400,4000,14, 0.9935
Library,400,4000,15, 0.99825
Library,400,4000,16, 0.98725
Library,400,4000,17, 0.9985
Library,400,4000,18, 0.9945
Library,400,4000,19, 0.99875
Library,400,4000,20, 1
Library,400,4000,21, 0.9935
Library,400,4000,22, 0.99525
Library,400,4000,23, 0.9965
Library,400,4000,24, 0.9925
Library,400,4000,25, 0.99675
Library,400,4000,26, 0.998
Library,400,4000,27, 0.9905
Library,400,4000,28, 0.993
Library,400,4000,29, 0.99825
Library,400,4000,30, 0.992
Library,400,4000,31, 0.9935
Library,400,4000,32, 0.999
Library,400,4000,33, 0.996
Library,400,4000,34, 0.9935
Library,400,4000,35, 0.9905
Library,400,4000,36, 0.9985
Library,400,4000,37, 0.99725
Library,400,4000,38, 0.999
Library,400,4000,39, 0.9975
Library,400,4000,40, 0.99375
Library,400,4000,41, 0.98875
Library,400,4000,42, 0.9985
Library,400,4000,43, 0.9925
Library,400,4000,44, 0.99475
Library,400,4000,45, 0.99275
Library,400,4000,46, 0.9975
Library,400,4000,47, 0.99175
Library,400,4000,48, 0.99425
Library,400,4000,49, 0.99875
Library,400,4000,50, 0.99425
Library,400,4000,51, 0.99475
Library,400,4000,52, 0.99875
Library,400,4000,53, 0.999
Library,400,4000,54, 0.998
Library,400,4000,55, 0.997
Library,400,4000,56, 0.99425
Library,400,4000,57, 0.993
Library,400,4000,58, 0.999
Library,400,4000,59, 0.98925
Library,400,4000,60, 0.99625
Library,400,4000,61, 0.98925
Library,400,4000,62, 0.9945
Library,400,4000,63, 0.9855
Library,400,4000,64, 0.9935
Library,400,4000,65, 1
Library,400,4000,66, 0.99475
Library,400,4000,67, 1
Library,400,4000,68, 0.993
Library,400,4000,69, 1
Library,400,4000,70, 0.9905
Library,400,4000,71, 0.999
Library,400,4000,72, 0.9955
Library,400,4000,73, 0.98975
Library,400,4000,74, 0.996
Library,400,4000,75, 0.99325
Library,400,4000,76, 0.993
Library,400,4000,77, 0.98975
Library,400,4000,78, 0.97425
Library,400,4000,79, 0.99875
Library,400,4000,80, 0.996
Library,400,4000,81, 0.99325
Library,400,4000,82, 0.9985
Library,400,4000,83, 0.994
Library,400,4000,84, 0.9995
Library,400,4000,85, 0.99975
Library,400,4000,86, 0.9945
Library,400,4000,87, 0.9915
Library,400,4000,88, 0.9985
Library,400,4000,89, 0.99875
Library,400,4000,90, 0.995
Library,400,4000,91, 0.99725
Library,400,4000,92, 0.9975
Library,400,4000,93, 0.99075
Library,400,4000,94, 0.992
Library,400,4000,95, 0.9895
Library,400,4000,96, 0.9915
Library,400,4000,97, 0.98925
Library,400,4000,98, 0.991
Library,400,4000,99, 0.99525
Library,400,4000,100, 0.99375
Library,4000,4,1, 1
Library,4000,4,2, 1
Library,4000,4,3, 1
Library,4000,4,4, 1
Library,4000,4,5, 1
Library,4000,4,6, 1
Library,4000,4,7, 1
Library,4000,4,8, 1
Library,4000,4,9, 1
Library,4000,4,10, 1
Library,4000,4,11, 1
Library,4000,4,12, 1
Library,4000,4,13, 1
Library,4000,4,14, 1
Library,4000,4,15, 1
Library,4000,4,16, 1
Library,4000,4,17, 1
Library,4000,4,18, 1
Library,4000,4,19, 1
Library,4000,4,20, 1
Library,4000,4,21, 1
Library,4000,4,22, 1
Library,4000,4,23, 1
Library,4000,4,24, 1
Library,4000,4,25, 1
Library,4000,4,26, 1
Library,4000,4,27, 1
Library,4000,4,28, 1
Library,4000,4,29, 1
Library,4000,4,30, 1
Library,4000,4,31, 1
Library,4000,4,32, 1
Library,4000,4,33, 1
Library,4000,4,34, 1
Library,4000,4,35, 1
Library,4000,4,36, 1
Library,4000,4,37, 1
Library,4000,4,38, 1
Library,4000,4,39, 1
Library,4000,4,40, 1
Library,4000,4,41, 1
Library,4000,4,42, 1
Library,4000,4,43, 1
Library,4000,4,44, 1
Library,4000,4,45, 1
Library,4000,4,46, 1
Library,4000,4,47, 1
Library,4000,4,48, 1
Library,4000,4,49, 1
Library,4000,4,50, 1
Library,4000,4,51, 1
Library,4000,4,52, 1
Library,4000,4,53, 1
Library,4000,4,54, 1
Library,4000,4,55, 1
Library,4000,4,56, 1
Library,4000,4,57, 1
Library,4000,4,58, 1
Library,4000,4,59, 1
Library,4000,4,60, 1
Library,4000,4,61, 1
Library,4000,4,62, 1
Library,4000,4,63, 1
Library,4000,4,64, 1
Library,4000,4,65, 1
Library,4000,4,66, 1
Library,4000,4,67, 1
Library,4000,4,68, 1
Library,4000,4,69, 1
Library,4000,4,70, 1
Library,4000,4,71, 1
Library,4000,4,72, 1
Library,4000,4,73, 1
Library,4000,4,74, 1
Library,4000,4,75, 1
Library,4000,4,76, 1
Library,4000,4,77, 1
Library,4000,4,78, 1
Library,4000,4,79, 1
Library,4000,4,80, 1
Library,4000,4,81, 1
Library,4000,4,82, 1
Library,4000,4,83, 1
Library,4000,4,84, 1
Library,4000,4,85, 1
Library,4000,4,86, 1
Library,4000,4,87, 1
Library,4000,4,88, 1
Library,4000,4,89, 1
Library,4000,4,90, 1
Library,4000,4,91, 1
Library,4000,4,92, 1
Library,4000,4,93, 1
Library,4000,4,94, 1
Library,4000,4,95, 1
Library,4000,4,96, 1
Library,4000,4,97, 1
Library,4000,4,98, 1
Library,4000,4,99, 1
Library,4000,4,100, 1
Library,4000,40,1, 1
Library,4000,40,2, 1
Library,4000,40,3, 1
Library,4000,40,4, 1
Library,4000,40,5, 1
Library,4000,40,6, 1
Library,4000,40,7, 1
Library,4000,40,8, 1
Library,4000,40,9, 1
Library,4000,40,10, 1
Library,4000,40,11, 1
Library,4000,40,12, 1
Library,4000,40,13, 1
Library,4000,40,14, 1
Library,4000,40,15, 1
Library,4000,40,16, 1
Library,4000,40,17, 1
Library,4000,40,18, 1
Library,4000,40,19, 1
Library,4000,40,20, 1
Library,4000,40,21, 1
Library,4000,40,22, 1
Library,4000,40,23, 1
Library,4000,40,24, 1
Library,4000,40,25, 1
Library,4000,40,26, 1
Library,4000,40,27, 1
Library,4000,40,28, 1
Library,4000,40,29, 1
Library,4000,40,30, 1
Library,4000,40,31, 1
Library,4000,40,32, 1
Library,4000,40,33, 1
Library,4000,40,34, 1
Library,4000,40,35, 1
Library,4000,40,36, 1
Library,4000,40,37, 1
Library,4000,40,38, 1
Library,4000,40,39, 1
Library,4000,40,40, 1
Library,4000,40,41, 1
Library,4000,40,42, 1
Library,4000,40,43, 1
Library,4000,40,44, 1
Library,4000,40,45, 1
Library,4000,40,46, 1
Library,4000,40,47, 1
Library,4000,40,48, 1
Library,4000,40,49, 1
Library,4000,40,50, 1
Library,4000,40,51, 1
Library,4000,40,52, 1
Library,4000,40,53, 1
Library,4000,40,54, 1
Library,4000,40,55, 1
Library,4000,40,56, 1
Library,4000,40,57, 1
Library,4000,40,58, 1
Library,4000,40,59, 1
Library,4000,40,60, 1
Library,4000,40,61, 1
Library,4000,40,62, 1
Library,4000,40,63, 1
Library,4000,40,64, 1
Library,4000,40,65, 1
Library,4000,40,66, 1
Library,4000,40,67, 1
Library,4000,40,68, 1
Library,4000,40,69, 1
Library,4000,40,70, 1
Library,4000,40,71, 1
Library,4000,40,72, 1
Library,4000,40,73, 1
Library,4000,40,74, 1
Library,4000,40,75, 1
Library,4000,40,76, 1
Library,4000,40,77, 1
Library,4000,40,78, 1
Library,4000,40,79, 1
Library,4000,40,80, 1
Library,4000,40,81, 1
Library,4000,40,82, 1
Library,4000,40,83, 1
Library,4000,40,84, 1
Library,4000,40,85, 1
Library,4000,40,86, 1
Library,4000,40,87, 1
Library,4000,40,88, 1
Library,4000,40,89, 1
Library,4000,40,90, 1
Library,4000,40,91, 1
Library,4000,40,92, 1
Library,4000,40,93, 1
Library,4000,40,94, 1
Library,4000,40,95, 1
Library,4000,40,96, 1
Library,4000,40,97, 1
Library,4000,40,98, 1
Library,4000,40,99, 1
Library,4000,40,100, 1
Library,4000,400,1, 1
Library,4000,400,2, 1
Library,4000,400,3, 1
Library,4000,400,4, 1
Library,4000,400,5, 1
Library,4000,400,6, 1
Library,4000,400,7, 1
Library,4000,400,8, 1
Library,4000,400,9, 1
Library,4000,400,10, 1
Library,4000,400,11, 1
Library,4000,400,12, 1
Library,4000,400,13, 1
Library,4000,400,14, 1
Library,4000,400,15, 1
Library,4000,400,16, 1
Library,4000,400,17, 1
Library,4000,400,18, 1
Library,4000,400,19, 1
Library,4000,400,20, 1
Library,4000,400,21, 1
Library,4000,400,22, 1
Library,4000,400,23, 1
Library,4000,400,24, 1
Library,4000,400,25, 1
Library,4000,400,26, 1
Library,4000,400,27, 1
Library,4000,400,28, 1
Library,4000,400,29, 1
Library,4000,400,30, 1
Library,4000,400,31, 1
Library,4000,400,32, 1
Library,4000,400,33, 1
Library,4000,400,34, 1
Library,4000,400,35, 1
Library,4000,400,36, 1
Library,4000,400,37, 1
Library,4000,400,38, 1
Library,4000,400,39, 1
Library,4000,400,40, 1
Library,4000,400,41, 1
Library,4000,400,42, 1
Library,4000,400,43, 1
Library,4000,400,44, 1
Library,4000,400,45, 1
Library,4000,400,46, 1
Library,4000,400,47, 1
Library,4000,400,48, 1
Library,4000,400,49, 1
Library,4000,400,50, 1
Library,4000,400,51, 1
Library,4000,400,52, 1
Library,4000,400,53, 1
Library,4000,400,54, 1
Library,4000,400,55, 1
Library,4000,400,56, 1
Library,4000,400,57, 1
Library,4000,400,58, 1
Library,4000,400,59, 1
Library,4000,400,60, 1
Library,4000,400,61, 1
Library,4000,400,62, 1
Library,4000,400,63, 1
Library,4000,400,64, 1
Library,4000,400,65, 1
Library,4000,400,66, 1
Library,4000,400,67, 1
Library,4000,400,68, 1
Library,4000,400,69, 1
Library,4000,400,70, 1
Library,4000,400,71, 1
Library,4000,400,72, 1
Library,4000,400,73, 1
Library,4000,400,74, 1
Library,4000,400,75, 1
Library,4000,400,76, 1
Library,4000,400,77, 1
Library,4000,400,78, 1
Library,4000,400,79, 1
Library,4000,400,80, 1
Library,4000,400,81, 1
Library,4000,400,82, 1
Library,4000,400,83, 1
Library,4000,400,84, 1
Library,4000,400,85, 1
Library,4000,400,86, 1
Library,4000,400,87, 1
Library,4000,400,88, 1
Library,4000,400,89, 1
Library,4000,400,90, 1
Library,4000,400,91, 1
Library,4000,400,92, 1
Library,4000,400,93, 1
Library,4000,400,94, 1
Library,4000,400,95, 1
Library,4000,400,96, 1
Library,4000,400,97, 1
Library,4000,400,98, 1
Library,4000,400,99, 1
Library,4000,400,100, 1
Library,4000,4000,1, 0.998
Library,4000,4000,2, 1
Library,4000,4000,3, 1
Library,4000,4000,4, 1
Library,4000,4000,5, 1
Library,4000,4000,6, 1
Library,4000,4000,7, 1
Library,4000,4000,8, 1
Library,4000,4000,9, 1
Library,4000,4000,10, 1
Library,4000,4000,11, 1
Library,4000,4000,12, 1
Library,4000,4000,13, 1
Library,4000,4000,14, 1
Library,4000,4000,15, 1
Library,4000,4000,16, 1
Library,4000,4000,17, 1
Library,4000,4000,18, 1
Library,4000,4000,19, 1
Library,4000,4000,20, 1
Library,4000,4000,21, 1
Library,4000,4000,22, 1
Library,4000,4000,23, 1
Library,4000,4000,24, 1
Library,4000,4000,25, 1
Library,4000,4000,26, 1
Library,4000,4000,27, 1
Library,4000,4000,28, 1
Library,4000,4000,29, 1
Library,4000,4000,30, 1
Library,4000,4000,31, 1
